Retailer ID,Invoice Date,Region,State,City,ID_Product,Family,Gender,Category,Silhouette,Primary Color,Price per Unit,Units Sold,Operating Margin,Sales Method
1128299,24/1/2020,3,6,8,3,3,1,3,7,1,63,52,66,3
1185732,24/1/2020,1,1,1,8,2,2,4,13,4,50,1000,25,2
1185732,24/1/2020,1,1,1,9,3,2,4,16,2,48,290,38,3
1185732,24/1/2020,1,1,1,9,3,2,4,17,2,36,350,29,2
1128299,25/1/2020,3,6,8,3,3,1,1,5,1,78,95,34,3
1185732,25/1/2020,1,1,1,3,3,1,3,8,3,50,220,5,2
1185732,25/1/2020,1,1,1,3,3,1,1,4,3,46,354,63,3
1128299,25/1/2020,3,6,8,5,3,1,4,9,3,80,350,2,2
1185732,25/1/2020,1,1,1,6,1,2,4,12,3,40,390,52,2
1128299,25/1/2020,3,6,8,9,3,2,4,17,1,54,123,27,2
1185732,26/1/2020,1,1,1,3,3,1,1,4,2,50,925,3,2
1185732,26/1/2020,1,1,1,3,3,1,3,7,1,48,259,43,3
1185732,26/1/2020,1,1,1,3,3,1,3,7,3,35,315,36,2
1128299,26/1/2020,3,6,8,3,3,1,3,7,3,58,149,58,3
1128299,26/1/2020,3,6,8,6,1,2,4,12,4,43,171,48,2
1128299,26/1/2020,3,6,8,9,3,2,4,16,1,60,550,45,2
1185732,27/1/2020,1,1,1,3,3,1,2,4,2,40,950,35,2
1185732,27/1/2020,1,1,1,3,3,1,3,7,1,39,247,49,3
1128299,27/1/2020,3,6,8,3,3,1,1,4,1,60,104,43,3
1128299,27/1/2020,3,6,8,5,3,1,4,9,3,65,400,3,2
1128299,27/1/2020,3,6,8,9,3,2,4,16,2,43,120,35,2
1185732,27/1/2020,1,1,1,1,3,3,4,19,2,27,314,41,2
1185732,28/1/2020,1,1,1,2,1,1,4,1,4,31,240,4,2
1185732,28/1/2020,1,1,1,3,3,1,1,4,1,43,216,5,3
1185732,28/1/2020,1,1,1,5,3,1,4,9,3,45,800,35,2
1128299,28/1/2020,3,6,8,9,3,2,4,16,3,65,400,45,2
1128299,28/1/2020,3,6,8,1,3,3,4,19,2,63,116,57,3
1128299,28/1/2020,3,6,8,1,3,3,4,19,2,49,132,47,2
1185732,29/1/2020,1,1,1,4,2,1,4,2,4,60,850,3,2
1185732,29/1/2020,1,1,1,3,3,1,1,4,3,59,230,42,3
1185732,29/1/2020,1,1,1,3,3,1,1,4,2,43,289,32,2
1128299,29/1/2020,3,6,8,3,3,1,3,7,1,57,90,5,3
1128299,29/1/2020,3,6,8,9,3,2,4,16,1,60,300,4,2
1128299,29/1/2020,3,6,8,9,3,2,4,16,3,47,105,46,2
1128299,30/1/2020,3,6,8,3,3,1,1,4,4,65,200,6,2
1128299,30/1/2020,3,6,8,3,3,1,1,4,3,60,60,7,3
1185732,30/1/2020,1,1,1,5,3,1,4,9,3,50,950,25,2
1185732,30/1/2020,1,1,1,9,3,2,4,16,2,45,238,35,3
1128299,30/1/2020,3,6,8,9,3,2,4,16,2,43,66,66,2
1185732,30/1/2020,1,1,1,9,3,2,4,17,2,36,323,27,2
1128299,31/1/2020,3,6,8,3,3,1,3,8,1,78,131,35,3
1185732,31/1/2020,1,1,1,3,3,1,1,4,3,45,300,62,3
1185732,31/1/2020,1,1,1,5,3,1,4,9,3,50,200,5,2
1185732,31/1/2020,1,1,1,6,1,2,4,12,3,33,372,54,2
1128299,31/1/2020,3,6,8,9,3,2,4,16,2,54,140,32,2
1128299,31/1/2020,3,6,8,9,3,2,4,16,1,80,450,25,2
1185732,1/2/2020,1,1,1,3,3,1,2,4,1,47,234,41,3
1128299,1/2/2020,3,6,8,3,3,1,1,4,1,56,189,57,3
1185732,1/2/2020,1,1,1,3,3,1,1,4,3,35,315,33,2
1128299,1/2/2020,3,6,8,3,3,1,1,4,3,60,700,45,2
1185732,1/2/2020,1,1,1,5,3,1,4,9,3,50,900,3,2
1128299,1/2/2020,3,6,8,6,1,2,4,12,4,47,245,5,2
1128299,2/2/2020,3,6,8,3,3,1,3,7,1,62,165,41,3
1128299,2/2/2020,3,6,8,5,3,1,4,9,3,65,550,3,2
1128299,2/2/2020,3,6,8,9,3,2,4,16,2,51,182,36,2
1185732,2/2/2020,1,1,1,9,3,2,4,17,3,40,900,35,2
1185732,2/2/2020,1,1,1,1,3,3,4,19,2,39,252,5,3
1185732,2/2/2020,1,1,1,1,3,3,4,19,2,28,315,38,2
1185732,3/2/2020,1,1,1,3,3,1,3,6,1,41,239,49,3
1185732,3/2/2020,1,1,1,5,3,1,4,9,3,45,825,35,2
1128299,3/2/2020,3,6,8,5,3,1,4,9,3,65,550,45,2
1128299,3/2/2020,3,6,8,9,3,2,4,16,2,46,176,48,2
1185732,3/2/2020,1,1,1,9,3,2,4,16,3,31,289,37,2
1128299,3/2/2020,3,6,8,1,3,3,4,19,2,62,165,59,3
1185732,4/2/2020,1,1,1,4,2,1,4,2,4,60,825,3,2
1185732,4/2/2020,1,1,1,3,3,1,1,4,3,56,215,42,3
1185732,4/2/2020,1,1,1,3,3,1,1,4,2,44,281,36,2
1128299,4/2/2020,3,6,8,3,3,1,1,4,1,58,111,51,3
1128299,4/2/2020,3,6,8,9,3,2,4,16,7,60,425,4,2
1128299,4/2/2020,3,6,8,9,3,2,4,16,3,47,145,45,2
1128299,5/2/2020,3,6,8,3,3,1,1,4,4,65,300,6,2
1128299,5/2/2020,3,6,8,3,3,1,1,4,3,59,81,74,3
1128299,5/2/2020,3,6,8,3,3,1,1,4,2,47,105,65,2
1185732,5/2/2020,1,1,1,5,3,1,4,9,3,50,950,25,2
1185732,5/2/2020,1,1,1,9,3,2,4,16,2,49,238,37,3
1185732,5/2/2020,1,1,1,9,3,2,4,17,2,39,333,27,2
1128299,6/2/2020,3,6,8,3,3,1,1,4,2,80,600,25,2
1128299,6/2/2020,3,6,8,3,3,1,3,7,1,73,174,4,3
1185732,6/2/2020,1,1,1,3,3,1,1,4,3,60,220,5,2
1185732,6/2/2020,1,1,1,3,3,1,3,7,3,54,317,64,3
1185732,6/2/2020,1,1,1,6,1,2,4,12,3,44,366,52,2
1128299,6/2/2020,3,6,8,9,3,2,4,17,1,57,192,28,2
1185732,7/2/2020,1,1,1,2,1,1,4,1,4,37,296,35,2
1185732,7/2/2020,1,1,1,3,3,1,1,4,2,55,925,3,2
1185732,7/2/2020,1,1,1,3,3,1,1,5,1,50,259,4,3
1128299,7/2/2020,3,6,8,3,3,1,3,6,3,60,750,4,2
1128299,7/2/2020,3,6,8,3,3,1,1,5,3,58,218,53,3
1128299,7/2/2020,3,6,8,6,1,2,4,12,4,48,233,44,2
1128299,8/2/2020,3,6,8,3,3,1,1,4,2,65,600,25,2
1128299,8/2/2020,3,6,8,3,3,1,1,4,1,61,174,36,3
1128299,8/2/2020,3,6,8,3,3,1,3,8,3,46,204,27,2
1185732,8/2/2020,1,1,1,5,3,1,4,9,3,50,900,35,2
1185732,8/2/2020,1,1,1,1,3,3,4,19,2,46,261,47,3
1185732,8/2/2020,1,1,1,1,3,3,4,19,2,36,288,42,2
1128299,9/2/2020,3,6,8,3,3,1,1,5,1,61,143,53,3
1185732,9/2/2020,1,1,1,9,3,2,4,17,7,50,850,35,2
1185732,9/2/2020,1,1,1,9,3,2,4,17,3,46,230,48,3
1185732,9/2/2020,1,1,1,9,3,2,4,16,3,33,289,4,2
1128299,9/2/2020,3,6,8,9,3,2,4,16,3,65,550,4,1
1128299,9/2/2020,3,6,8,1,3,3,4,19,2,47,171,45,2
1185732,10/2/2020,1,1,1,2,1,1,4,1,4,47,280,35,2
1185732,10/2/2020,1,1,1,3,3,1,1,4,1,59,245,45,3
1128299,10/2/2020,3,6,8,3,3,1,3,6,1,55,117,49,3
1185732,10/2/2020,1,1,1,5,3,1,4,9,3,60,875,3,2
1128299,10/2/2020,3,6,8,9,3,2,4,16,7,60,450,35,1
1128299,10/2/2020,3,6,8,9,3,2,4,16,3,46,140,42,2
1128299,11/2/2020,3,6,8,3,3,1,1,4,4,65,500,55,1
1128299,11/2/2020,3,6,8,3,3,1,1,4,3,60,130,7,3
1128299,11/2/2020,3,6,8,3,3,1,1,4,2,47,150,59,2
1128299,12/2/2020,3,6,8,3,3,1,1,4,1,78,145,3,3
1128299,12/2/2020,3,6,8,8,2,2,4,15,2,80,500,2,1
1128299,12/2/2020,3,6,8,9,3,2,4,17,1,61,170,27,2
1128299,13/2/2020,3,6,8,3,3,1,1,4,2,65,700,4,1
1128299,13/2/2020,3,6,8,3,3,1,3,6,3,62,210,53,3
1128299,13/2/2020,3,6,8,6,1,2,4,12,4,44,238,46,2
1128299,14/2/2020,3,6,8,3,3,1,1,4,2,70,650,25,1
1128299,14/2/2020,3,6,8,3,3,1,1,4,1,64,182,39,3
1128299,14/2/2020,3,6,8,3,3,1,1,4,3,56,208,29,2
1128299,15/2/2020,3,6,8,9,3,2,4,16,3,65,525,4,1
1128299,15/2/2020,3,6,8,1,3,3,4,19,2,60,152,52,3
1128299,15/2/2020,3,6,8,1,3,3,4,19,2,44,179,42,2
1128299,16/2/2020,3,6,8,9,3,2,4,16,7,65,475,35,1
1128299,16/2/2020,3,6,8,9,3,2,4,17,3,64,124,47,3
1128299,16/2/2020,3,6,8,9,3,2,4,16,3,42,152,42,2
1128299,17/2/2020,3,6,8,3,3,1,1,4,4,75,475,55,1
1128299,17/2/2020,3,6,8,3,3,1,1,4,3,68,138,68,3
1128299,17/2/2020,3,6,8,3,3,1,1,4,2,50,152,59,2
1128299,18/2/2020,3,6,8,3,3,1,1,4,2,80,400,2,1
1128299,18/2/2020,3,6,8,9,3,2,4,16,2,78,108,34,3
1128299,18/2/2020,3,6,8,9,3,2,4,17,1,55,128,26,2
1128299,19/2/2020,3,6,8,3,3,1,1,4,2,60,600,35,1
1128299,19/2/2020,3,6,8,3,3,1,1,4,3,56,174,48,3
1128299,19/2/2020,3,6,8,6,1,2,4,12,4,41,186,38,2
1128299,20/2/2020,3,6,8,3,3,1,3,8,1,61,162,34,3
1128299,20/2/2020,3,6,8,3,3,1,1,4,3,51,180,27,2
1128299,20/2/2020,3,6,8,5,3,1,4,9,3,65,600,2,1
1128299,21/2/2020,3,6,8,3,3,1,1,4,2,60,450,35,1
1128299,21/2/2020,3,6,8,1,3,3,4,19,2,57,117,5,3
1128299,21/2/2020,3,6,8,1,3,3,4,19,2,46,144,41,2
1128299,22/2/2020,3,6,8,9,3,2,4,16,7,60,400,3,1
1128299,22/2/2020,3,6,8,9,3,2,4,17,3,58,112,44,3
1128299,22/2/2020,3,6,8,9,3,2,4,16,3,43,124,35,2
1128299,23/2/2020,3,6,8,3,3,1,1,4,4,70,400,5,1
1128299,23/2/2020,3,6,8,3,3,1,1,4,2,53,128,53,2
1128299,23/2/2020,3,6,8,3,3,1,3,7,1,67,120,61,3
1128299,24/2/2020,3,6,8,3,3,1,1,4,2,75,450,15,1
1128299,24/2/2020,3,6,8,9,3,2,4,16,2,74,113,3,3
1128299,24/2/2020,3,6,8,9,3,2,4,17,1,54,140,21,2
1128299,25/2/2020,3,6,8,3,3,1,1,4,2,60,550,35,1
1128299,25/2/2020,3,6,8,3,3,1,3,7,3,56,138,49,3
1128299,25/2/2020,3,6,8,6,1,2,4,12,4,47,171,4,2
1128299,26/2/2020,3,6,8,3,3,1,1,4,2,65,550,2,1
1128299,26/2/2020,3,6,8,3,3,1,1,4,1,59,165,35,3
1128299,26/2/2020,3,6,8,3,3,1,3,7,3,50,193,25,2
1128299,27/2/2020,3,6,8,9,3,2,4,16,3,60,375,35,1
1128299,27/2/2020,3,6,8,1,3,3,4,19,2,54,109,45,3
1128299,27/2/2020,3,6,8,1,3,3,4,19,2,47,113,42,2
1128299,28/2/2020,3,6,8,9,3,2,4,16,7,60,350,3,1
1128299,28/2/2020,3,6,8,9,3,2,4,17,3,54,105,42,3
1128299,28/2/2020,3,6,8,9,3,2,4,16,3,43,119,33,2
1128299,1/3/2020,3,6,8,3,3,1,1,4,3,63,81,61,3
1128299,1/3/2020,3,6,8,3,3,1,1,4,2,48,107,54,2
1128299,1/3/2020,3,6,8,3,3,1,1,4,2,70,325,5,1
1128299,2/3/2020,3,6,8,8,2,2,4,15,2,75,375,15,1
1128299,2/3/2020,3,6,8,9,3,2,4,16,2,68,94,25,3
1128299,2/3/2020,3,6,8,9,3,2,4,17,1,53,120,22,2
1128299,3/3/2020,3,6,8,3,3,1,1,4,2,60,575,35,1
1128299,3/3/2020,3,6,8,3,3,1,1,4,3,57,155,48,3
1185732,3/3/2020,1,1,1,5,3,1,4,9,3,65,1000,25,2
1128299,3/3/2020,3,6,8,6,1,2,4,12,4,47,196,42,2
1185732,3/3/2020,1,1,1,9,3,2,4,16,2,59,290,36,3
1185732,3/3/2020,1,1,1,9,3,2,4,17,2,44,320,29,2
1128299,4/3/2020,3,6,8,3,3,1,1,4,2,65,575,2,1
1128299,4/3/2020,3,6,8,3,3,1,3,7,1,64,150,34,3
1128299,4/3/2020,3,6,8,3,3,1,3,7,3,52,201,25,2
1185732,4/3/2020,1,1,1,3,3,1,3,7,3,55,313,61,3
1185732,4/3/2020,1,1,1,5,3,1,4,9,3,60,250,5,2
1185732,4/3/2020,1,1,1,6,1,2,4,12,3,47,400,52,2
1185732,5/3/2020,1,1,1,3,3,1,1,5,1,54,270,41,3
1185732,5/3/2020,1,1,1,3,3,1,3,6,3,41,340,34,2
1185732,5/3/2020,1,1,1,5,3,1,4,9,3,55,1000,3,2
1128299,5/3/2020,3,6,8,9,3,2,4,16,3,60,425,35,1
1128299,5/3/2020,3,6,8,1,3,3,4,19,2,55,106,46,3
1128299,5/3/2020,3,6,8,1,3,3,4,19,2,44,140,42,2
1185732,6/3/2020,1,1,1,3,3,1,3,8,1,46,278,48,3
1185732,6/3/2020,1,1,1,5,3,1,4,9,3,50,925,35,2
1128299,6/3/2020,3,6,8,9,3,2,4,16,7,60,400,3,1
1128299,6/3/2020,3,6,8,9,3,2,4,17,3,56,108,41,3
1128299,6/3/2020,3,6,8,9,3,2,4,16,3,43,132,35,2
1185732,6/3/2020,1,1,1,1,3,3,4,19,2,37,296,41,2
1128299,7/3/2020,3,6,8,3,3,1,1,4,2,46,119,54,2
1128299,7/3/2020,3,6,8,3,3,1,1,4,2,70,350,5,1
1128299,7/3/2020,3,6,8,3,3,1,1,4,1,64,88,64,3
1185732,7/3/2020,1,1,1,9,3,2,4,16,7,50,900,35,2
1185732,7/3/2020,1,1,1,9,3,2,4,17,3,47,261,45,3
1185732,7/3/2020,1,1,1,9,3,2,4,16,3,38,297,38,2
1185732,8/3/2020,1,1,1,3,3,1,1,4,3,55,252,45,3
1185732,8/3/2020,1,1,1,3,3,1,1,4,2,45,288,34,2
1185732,8/3/2020,1,1,1,5,3,1,4,9,3,60,900,3,2
1128299,8/3/2020,3,6,8,8,2,2,4,15,2,75,475,15,1
1128299,8/3/2020,3,6,8,9,3,2,4,16,2,68,133,26,3
1128299,8/3/2020,3,6,8,9,3,2,4,17,1,51,162,21,2
1128299,9/3/2020,3,6,8,3,3,1,1,4,2,60,675,35,1
1185732,9/3/2020,1,1,1,3,3,1,1,4,1,64,305,39,3
1128299,9/3/2020,3,6,8,3,3,1,3,6,3,58,196,47,3
1128299,9/3/2020,3,6,8,6,1,2,4,12,4,47,216,37,2
1185732,9/3/2020,1,1,1,8,2,2,4,13,4,65,50,25,2
1185732,9/3/2020,1,1,1,9,3,2,4,17,2,46,347,32,2
1128299,10/3/2020,3,6,8,3,3,1,1,5,1,62,189,34,3
1128299,10/3/2020,3,6,8,3,3,1,1,5,3,50,209,25,2
1185732,10/3/2020,1,1,1,3,3,1,1,4,3,60,275,5,2
1185732,10/3/2020,1,1,1,3,3,1,1,5,3,59,319,6,3
1128299,10/3/2020,3,6,8,5,3,1,4,9,3,65,675,2,1
1185732,10/3/2020,1,1,1,6,1,2,4,12,3,44,434,52,2
1185732,11/3/2020,1,1,1,3,3,1,2,4,2,55,25,3,2
1185732,11/3/2020,1,1,1,3,3,1,1,4,1,53,267,42,3
1185732,11/3/2020,1,1,1,3,3,1,1,4,3,41,318,37,2
1128299,11/3/2020,3,6,8,9,3,2,4,16,3,60,475,35,1
1128299,11/3/2020,3,6,8,1,3,3,4,19,2,59,119,47,3
1128299,11/3/2020,3,6,8,1,3,3,4,19,2,47,166,42,2
1128299,12/3/2020,3,6,8,3,3,1,1,4,2,60,475,3,1
1185732,12/3/2020,1,1,1,5,3,1,4,9,3,50,950,35,2
1128299,12/3/2020,3,6,8,9,3,2,4,16,2,40,166,36,2
1128299,12/3/2020,3,6,8,9,3,2,4,17,3,57,133,44,3
1185732,12/3/2020,1,1,1,1,3,3,4,19,2,46,247,45,3
1185732,12/3/2020,1,1,1,1,3,3,4,19,2,35,295,42,2
1128299,13/3/2020,3,6,8,3,3,1,1,4,4,70,400,5,1
1128299,13/3/2020,3,6,8,3,3,1,1,4,1,69,112,6,3
1185732,13/3/2020,1,1,1,5,3,1,4,9,3,50,900,35,2
1128299,13/3/2020,3,6,8,9,3,2,4,16,2,49,136,54,2
1185732,13/3/2020,1,1,1,9,3,2,4,17,3,46,243,46,3
1185732,13/3/2020,1,1,1,9,3,2,4,16,3,35,270,37,2
1185732,14/3/2020,1,1,1,4,2,1,4,3,4,60,925,3,2
1185732,14/3/2020,1,1,1,3,3,1,1,4,3,58,231,43,3
1185732,14/3/2020,1,1,1,3,3,1,1,4,2,46,278,34,2
1128299,14/3/2020,3,6,8,8,2,2,4,15,2,75,500,15,1
1128299,14/3/2020,3,6,8,9,3,2,4,16,2,74,150,27,3
1128299,14/3/2020,3,6,8,9,3,2,4,16,2,56,170,18,2
1128299,15/3/2020,3,6,8,3,3,1,1,4,3,30,425,35,1
1128299,15/3/2020,3,6,8,3,3,1,1,4,3,28,123,5,3
1128299,15/3/2020,3,6,8,6,1,2,4,12,4,20,149,4,2
1185732,15/3/2020,1,1,1,8,2,2,4,13,4,65,100,25,2
1185732,15/3/2020,1,1,1,9,3,2,4,16,2,61,286,4,3
1185732,15/3/2020,1,1,1,9,3,2,4,17,2,47,352,27,2
1128299,16/3/2020,3,6,8,3,3,1,1,4,1,38,123,33,3
1128299,16/3/2020,3,6,8,3,3,1,3,6,3,31,145,25,2
1185732,16/3/2020,1,1,1,3,3,1,3,7,3,60,250,5,2
1185732,16/3/2020,1,1,1,3,3,1,3,6,3,58,325,61,3
1128299,16/3/2020,3,6,8,5,3,1,4,9,3,40,425,2,1
1185732,16/3/2020,1,1,1,6,1,2,4,12,3,41,375,52,2
1185732,17/3/2020,1,1,1,3,3,1,1,4,2,55,25,3,2
1128299,17/3/2020,3,6,8,3,3,1,1,4,2,40,425,35,1
1185732,17/3/2020,1,1,1,3,3,1,1,4,1,53,308,41,3
1185732,17/3/2020,1,1,1,3,3,1,3,8,3,37,359,34,2
1128299,17/3/2020,3,6,8,1,3,3,4,19,2,39,115,46,3
1128299,17/3/2020,3,6,8,1,3,3,4,19,2,26,128,42,2
1128299,18/3/2020,3,6,8,9,3,2,4,16,7,40,275,3,1
1128299,18/3/2020,3,6,8,9,3,2,4,16,3,38,72,45,3
1128299,18/3/2020,3,6,8,9,3,2,4,16,3,26,96,34,2
1185732,18/3/2020,1,1,1,9,3,2,4,17,3,50,950,35,2
1185732,18/3/2020,1,1,1,1,3,3,4,19,2,45,257,46,3
1185732,18/3/2020,1,1,1,1,3,3,4,19,2,37,314,37,2
1128299,19/3/2020,3,7,9,3,3,1,1,4,3,41,56,64,3
1128299,19/3/2020,3,7,9,3,3,1,1,4,2,45,225,5,1
1128299,20/3/2020,3,7,9,8,2,2,4,15,2,40,475,15,1
1128299,20/3/2020,3,7,9,9,3,2,4,16,2,37,128,26,3
1128299,21/3/2020,3,7,9,3,3,1,3,8,3,30,525,35,1
1128299,21/3/2020,3,7,9,3,3,1,3,8,3,27,131,48,3
1128299,22/3/2020,3,7,9,3,3,1,1,4,2,40,425,2,1
1128299,22/3/2020,3,7,9,3,3,1,3,7,1,38,111,3,3
